User-ID,ISBN,Book-Rating
16413,0942025172,0
16585,0192838121,2
16601,0201406462,0
16601,0312010400,0
16601,0345433262,8
16601,0345463153,0
16601,0385418493,0
16601,039449735X,0
16601,0399149295,0
16601,0515128821,0
16601,0743235053,0
16601,0786817070,9
16601,0812567757,0
16654,8401491363,9
16654,8473863615,7
16654,8476409753,7
16654,8477206236,6
16654,8479019395,5
16708,0441031161,5
16982,0207178496,9
16982,1841151491,0
17046,0345338588,9
17183,0739307320,7
17183,0804114986,6
17183,8425337690,8
17183,8439702582,6
17472,0380814021,0
17479,0340842008,5
17498,0553379615,8
17766,2020333058,5
17851,0156006847,0
17859,0345374827,0
17859,0374299781,0
17859,0375503463,0
17859,0446359866,10
17859,0671759310,0
17859,0684865718,0
17859,0809097028,0
17859,0887393225,0
17859,0897334779,0
17859,1569472688,0
18012,0316777730,0
18126,1853260010,0
18366,0140070524,0
18366,037542167X,8
18519,038081403X,5
18519,1557739218,6
18634,1569316961,0
18713,0393302644,0
18713,8401372682,0
18713,8433907778,0
18913,0440212561,10
19018,0880885157,7
19031,0671027387,0
19031,0767915054,0
19041,1896300219,0
19142,0399144714,0
19580,0140274782,0
19740,0452276322,0
19838,0316777730,10
19969,0394502949,8
19969,0451191153,0
19969,0670823597,0
20034,044023722X,6
20034,0679731148,8
20074,0671578707,5
20119,0060928336,0
20119,0316899984,0
20119,0425165566,0
20119,0440132274,0
20119,044023722X,0
20119,0553228390,0
20119,0553230212,0
20119,0553260197,0
20119,0553576623,0
20119,0671458531,0
20119,082172746X,0
20173,0684844818,5
20245,0061097632,5
20245,038076363X,5
20245,0451203070,4
20245,0553260111,0
20339,0330375253,0
20456,0060928336,8
20784,155166710X,7
20806,0446527432,7
20859,0440224713,0
20859,3293201415,0
20859,3426666413,0
20859,3453062345,0
20859,3499227444,0
20859,3716022586,0
20859,3766158627,0
20859,3801501493,0
20899,0375431144,8
20961,0809452049,8
20961,0887305245,0
20961,1550131427,0
20961,1578591155,8
21076,0451187741,6
21224,0394500792,6
21357,0062505319,5
21357,0375501509,10
21357,0517887940,0
21357,0706409914,0
21406,0312195516,6
21617,0066214440,5
21617,0452282934,10
21828,0895269252,5
21837,0140053204,6
21900,0440204208,0
21900,0671047507,0
21918,0060600756,7
21918,0452279755,0
21942,0394539958,8
22043,096734400X,10
22365,0060562366,0
22365,0060921145,10
22365,0060928336,9
22365,014032724X,0
22365,038072121X,8
22365,0399133828,9
22365,0425097722,9
22495,0380776804,0
22495,067142453X,5
22495,1551667894,0
22569,0684844818,0
22708,0060928336,0
22988,0140360778,8
22988,0385511612,5
23065,0380723816,0
23065,0590433466,0
23288,0064440494,0
23288,0307001350,8
23288,0307681254,0
23288,0312964544,8
23288,0373630336,0
23288,0380491710,0
23288,0385424434,10
23288,0399140093,0
23288,044021937X,0
23288,0448102803,0
23288,0449005925,0
23288,0553280341,7
23288,0590189832,0
23288,0590338897,0
23288,0590409212,0
23288,0590417967,0
23288,0590472976,0
23288,0590537733,0
23288,0590691880,0
23288,0671535463,0
23288,0671866877,0
23288,0679421750,0
23288,0679858148,0
23288,0684190001,0
23288,0721405908,10
23288,072140765X,0
23288,0721408281,0
23288,0721411134,10
23288,0743419049,0
23288,0753452189,0
23288,0802448267,0
23288,0821748556,0
23288,0890817006,0
23288,0893752932,10
23288,092077525X,0
23288,1551664801,8
23547,0380792745,10
23547,0515130966,8
23631,0373099029,10
23689,0679731148,8
23838,0449214265,0
24090,0525947671,0
24147,0060926015,10
24547,9722318179,8
24824,0312195516,5
24949,1895686393,1
25028,0394561619,6
25216,0393310329,0
25368,0385720955,0
25583,0345413873,9
25583,0399140093,0
25583,044023722X,10
25583,044918319X,0
25583,0451180313,0
25583,0805039554,0
25583,0812575962,6
25669,059030271X,10
25695,0373028415,0
25695,0373097379,0
25695,0373224974,0
25695,0373241305,0
25695,0373288786,0
25695,0373289596,0
25695,0373290608,0
25695,0373707878,0
25695,0515121754,0
25804,0393311546,7
25804,0525933573,7
25954,0345427114,0
26053,0439080967,5
26284,0679735909,5
26284,0786817070,3
26314,0312291450,8
26371,0312154542,6
26371,0425152561,0
26371,0446611638,8
26517,0425159418,0
26517,0449218473,5
26517,0449221490,0
26517,0515128015,5
26517,0553271636,0
26583,0156078880,0
26583,0156422069,0
26583,0380789930,10
26583,0394497406,10
26583,0449214265,10
26583,0453006221,6
26583,0471595349,8
26583,0517500868,0
26583,061805149X,8
26583,0671468642,10
26583,0673160041,7
26583,0684848783,10
26583,0688086225,7
26583,0690041535,10
26583,0735201323,5
26583,0810921995,0
26583,0827600429,10
26583,0870992414,0
26583,0871968460,0
26583,0874690412,5
26583,0887722091,7
26611,0312977859,7
26611,0393035891,3
26611,0684865742,0
26624,0152022686,8
26624,0671727796,6
26624,0880297476,6
26898,8481300977,10
27144,0375504397,0
27144,0425155943,0
27244,2867447763,7
27472,0060008296,8
27472,0060928336,10
27472,0061054151,0
27472,0140440046,8
27472,0156005042,8
27472,038039586X,0
27472,0425179672,10
27472,0440844444,0
27472,0446829773,0
27472,0452281784,7
27472,0671028375,8
27472,0671704184,0
27472,0671741209,6
27472,0812544528,0
27472,0842329242,9
27472,1551669390,6
27514,0971448116,0
27573,0752524178,5
27704,0553263285,0
27719,067088300X,8
27762,2290045764,0
27788,0006385192,0
27788,0061042293,0
27788,0312861885,0
27788,0312955510,0
27788,034060834X,0
27788,037309812X,0
27788,0380798875,0
27788,0380814021,0
27788,0380819589,0
27788,0446344281,0
27788,0553492365,0
27788,0590443305,0
27788,0671537458,0
27788,067188784X,0
27788,0698201078,0
27788,074971073X,0
27788,1557735484,0
27788,1558746625,0
27824,030681188X,0
27824,0451163524,0
27875,030711886X,7
27875,0307128415,8
27875,0590484672,8
27875,0679804196,9
27875,0712602682,8
27877,325722978X,10
28033,0380814021,0
28101,0140441557,0
28150,0156005786,5
28150,0312195516,0
28150,043935806X,9
28151,0380730367,0
28151,0385720955,4
28204,000104799X,7
28204,0006479561,0
28204,0060096195,8
28204,0060136871,0
28204,0060175400,0
28204,0060198346,0
28204,0061000035,0
28204,0061094471,0
28204,0099244926,0
28204,0140042393,0
28204,0140055770,0
28204,0140063927,0
28204,0140132902,0
28204,0156005891,6
28204,0312695616,0
28204,0312924666,0
28204,0312974779,0
28204,0316735736,0
28204,0345306848,0
28204,0345413377,0
28204,0345438329,0
28204,0373262140,0
28204,0373291957,0
28204,038072121X,8
28204,0385033753,0
28204,0395320542,0
28204,0395346452,0
28204,0425097722,0
28204,0425155501,0
28204,0440122961,0
28204,0440201926,0
28204,0440214114,0
28204,0440215900,0
28204,0440217482,0
28204,0440223202,0
28204,0445204745,0
28204,0446403342,0
28204,0446520802,0
28204,0446601438,0
28204,0446607134,0
28204,0449001598,0
28204,0449202992,0
28204,0449205878,0
28204,0449208672,0
28204,0451207521,0
28204,0451208188,0
28204,0451402561,0
28204,0515121207,0
28204,0525073078,0
28204,0552998001,0
28204,0553052446,0
28204,0553095579,0
28204,0553264982,0
28204,0553271636,0
28204,0553273310,0
28204,055327886X,0
28204,0553280341,0
28204,0553281798,0
28204,0671027387,0
28204,0671498150,0
28204,0671693565,0
28204,0671741209,0
28204,0684157837,5
28204,0684195224,0
28204,0786706155,0
28204,0802731317,0
28204,0805002448,0
28204,0812524101,0
28204,0812532147,0
28204,0892962127,0
28204,0900751169,9
28204,0917657888,0
28204,2266032275,0
28204,2760000966,0
28448,0451187903,7
28448,0684801469,8
28495,0060928336,8
28592,0345478266,10
28602,0670825263,8
28602,0684810522,8
28602,0772002193,0
28602,0773729127,8
28824,0590483498,7
28884,0312951647,0
28884,0375700293,7
28916,0140096825,0
28932,0767901843,10
29246,0425092917,0
29246,1558174850,8
29259,0140042393,0
29259,0140123393,0
29259,0307215245,0
29259,0307215261,10
29259,030721589X,0
29259,0310221498,0
29259,0310348919,0
29259,0312141173,0
29259,0312195516,0
29259,031226299X,0
29259,0316107298,0
29259,0345298349,0
29259,0345438329,0
29259,0374525110,0
29259,0385170513,0
29259,0385311338,0
29259,0385315236,0
29259,0385494602,0
29259,0394513851,0
29259,0439129338,0
29259,044022747X,0
29259,0440400104,0
29259,0441007376,0
29259,0446519006,0
29259,0446673544,0
29259,0449208672,0
29259,0449221512,0
29259,0449238954,7
29259,0449700577,0
29259,0451206525,0
29259,0553112708,10
29259,0553252895,0
29259,0553259814,0
29259,0553264516,0
29259,0553271636,0
29259,0553574639,0
29259,0575062061,0
29259,0590401920,0
29259,0590405942,0
29259,0590981811,0
29259,0618155481,7
29259,0671887289,0
29259,0684859777,0
29259,0688013120,0
29259,0786817070,0
29259,0812916689,0
29259,0849944287,0
29259,089480829X,10
29259,1557041113,5
29259,1559121548,0
29259,1853263192,0
29259,188308976X,0
29424,0553576623,7
29486,0380976501,7
29486,0743418719,10
29526,0060008024,10
29526,0060193751,10
29526,0312195516,10
29526,0312303491,0
29526,0345435168,9
29526,0375421440,0
29526,0375760628,7
29526,0380978091,10
29526,0399143955,0
29526,0439064864,10
29526,0446519723,10
29526,0452281679,7
29526,0515130966,0
29526,0671681567,9
29526,067945540X,10
29526,0688143695,0
29526,0688171451,9
29526,068817888X,10
29526,0743418190,0
29539,1883601126,5
29971,0399138250,0
30078,0890812268,0
30263,0380730405,7
30263,0758203004,9
30276,0060542128,7
30276,0060922249,5
30276,0060928336,0
30276,0061032093,0
30276,0064472787,0
30276,0226816214,0
30276,0312912943,8
30276,0373029764,0
30276,0373076967,0
30276,0373105118,7
30276,0373164343,8
30276,0373165773,0
30276,0373166494,0
30276,0373222947,0
30276,0373226179,0
30276,0373226217,0
30276,0373245610,0
30276,0373252986,0
30276,0373255322,7
30276,0373261772,0
30276,0373291191,7
30276,0373511892,6
30276,0373652348,0
30276,0373691254,6
30276,0373707444,0
30276,0373790333,0
30276,0373821611,8
30276,0373833660,8
30276,0373834608,7
30276,037383585X,0
30276,0373871295,0
30276,0380804700,7
30276,0385335520,0
30276,0425189031,8
30276,0425191583,0
30276,0440196191,0
30276,0440212561,7
30276,0440224659,8
30276,0446610542,5
30276,0446612812,0
30276,0449005828,0
30276,0451203453,7
30276,0451206525,0
30276,0451410114,0
30276,0451451430,0
30276,0451455452,6
30276,0451455525,7
30276,0505525917,0
30276,0515123498,7
30276,0515128015,0
30276,0515130923,8
30276,0553217488,0
30276,0553299468,0
30276,0553575066,0
30276,0553582143,0
30276,0671041452,0
30276,0671464043,6
30276,0671702505,0
30276,067173590X,7
30276,0786889551,0
30276,0804120013,8
30276,0812535189,6
30276,082176828X,0
30276,0821769308,0
30276,0843944765,7
30276,1551666596,5
30276,1551668866,7
30486,0312195516,5
30486,076790351X,5
30533,0060505214,9
30533,0060928336,0
30533,0061002747,0
30533,0140075623,0
30533,0140097112,9
30533,0140366679,9
30533,0192815431,0
30533,0345284356,0
30533,0345384741,0
30533,0345447212,0
30533,0375727132,0
30533,0385319630,0
30533,0394400437,0
30533,0395478049,10
30533,0395859972,0
30533,0425174018,7
30533,0425179559,0
30533,0440212561,0
30533,044023722X,0
30533,0446344281,0
30533,044651506X,0
30533,0446611638,8
30533,0449221490,0
30533,0515127221,8
30533,0553117459,0
30533,0553273213,0
30533,0553582143,0
30533,0590437364,0
30533,0670826472,0
30533,067088300X,0
30533,0671704184,0
30533,0671884298,0
30533,0679867120,7
30533,0684818442,10
30533,0689867034,0
30533,0694001775,9
30533,0786812095,0
30533,0804114986,8
30533,0805208690,0
30533,0812513428,0
30533,0812575962,0
30533,0831733659,0
30533,0965763706,0
30533,1558215433,0
30533,1569470901,7
30533,1573229725,0
30533,1582344205,0
30533,1929090307,0
30564,0316899984,0
30701,0062514377,8
30723,1850156441,0
30727,3423130865,10
30727,3442453798,6
30727,3462025244,8
30855,0804114986,8
30887,0312195516,0
30887,0380820048,0
30895,0425179672,0
30964,006092988X,0
30964,0874777941,0
31004,0380977303,0
31171,0060928336,0
31256,0345413377,6
31256,0441009050,7
31256,0451458028,7
31256,0671319639,0
31256,1551668467,0
31399,0440216842,8
31466,0060928336,0
31466,0310227569,0
31466,0345453409,0
31466,0345455304,10
31466,0373871740,0
31466,037387216X,0
31466,0375758771,0
31466,0446529060,0
31466,0671027379,0
31466,0671027387,0
31466,068485127X,0
31466,0743239431,0
31466,0764222090,0
31466,0768421721,0
31466,0825441080,0
31466,0842334750,0
31466,084238118X,0
31466,0842384197,0
31466,0849944716,10
31466,0941599205,0
31466,1586601407,0
31466,1586605879,0
31466,1586608622,0
31466,1590521986,0
31541,0060928336,5
31541,0060929995,0
31742,0449004082,0
31742,0843941979,0
31742,089296765X,0
31846,0020165609,0
31846,0060168706,0
31846,0060806419,0
31846,0140076875,0
31846,0151931038,0
31846,0345404793,0
31846,0374120803,9
31846,0375705856,0
31846,0375755195,0
31846,0385480016,0
31846,0385511612,0
31846,0393050424,0
31846,0446611662,0
31846,0451207521,0
31846,0515130966,6
31846,0679454330,0
31846,0679735909,0
31846,0688157998,9
31846,0720611180,0
31846,0722535899,0
31846,0805017291,0
31846,0805046305,0
31846,0805055800,0
31846,0871138018,0
31846,0871139006,0
32082,0380814021,5
32087,0375413634,8
32159,0590448560,0
32211,0590025929,0
32211,0590489151,0
32329,1551667916,8
32337,0740721909,7
32337,0767909186,10
32350,0373226144,10
32491,1404100814,0
32541,0140103805,0
32541,0312195516,0
32541,0449000974,0
32541,0517706814,0
32541,0736601597,0
32793,0671793543,0
32793,0812504224,0
32793,2010178750,7
32793,2894060009,0
32893,0385488963,0
33036,0439073723,10
33036,0553265415,0
33036,0836134648,0
33036,0865711828,0
33036,0961424826,0
33141,0140244948,0
33180,0446829773,7
33226,0836220609,9
33422,0316779989,0
33422,0452284392,5
33422,0745320104,0
33430,0385240708,0
33681,0517887940,9
33826,0140151028,9
33826,0375810684,7
33826,0517706814,0
33826,068485614X,10
33826,0803990006,0
33826,1573060208,9
33826,159003001X,10
33826,1879164035,0
33832,0451180313,0
33948,0440214416,0
33981,044023722X,5
34581,0060198346,0
34588,0312195516,0
34588,0451187903,10
34588,0670851086,0
34588,0679403612,0
34588,0679745688,8
34588,068480087X,9
34772,0671880187,0
34864,0141303107,0
34864,0345388771,0
34864,0786817070,0
34864,1400041503,9
34864,2070360040,0
34864,8408040383,0
34936,0679731148,8
34997,0553272055,0
35017,0451524780,0
35124,0452280621,0
35144,0061000035,7
35144,0743204115,4
35424,0061097349,0
35424,0440212561,10
35676,0385424434,0
35722,3355003344,5
35746,344244845X,0
35818,0590422359,10
35845,0060188731,8
35845,0446520802,5
35963,0394755235,0
36121,0345335287,0
36121,0590981811,9
36141,0380793717,8
36199,0425133540,10
36256,0060928336,8
36256,0312988699,0
36256,0345296052,7
36256,0345310292,0
36256,0373218575,0
36256,0425097722,0
36256,0451519574,0
36256,0525247602,7
36256,0671533142,6
36256,0842321969,0
36256,1582880840,0
36486,0553211099,0
36568,0671456105,0
36621,0671028375,0
36621,067973709X,8
36622,155874424X,9
36673,006016848X,0
36673,0446404144,0
36673,0451206525,0
36673,055380300X,7
36732,0553380478,0
36733,014028219X,8
36749,0345438329,5
36749,0380978091,7
36749,1551667894,7
36817,0060175532,0
36817,0060928336,0
36817,014100374X,7
36817,0440214114,5
36817,0452281784,6
36817,0671727583,0
36963,0486278026,10
36992,0140265988,0
36992,0312952716,9
36992,0340716916,0
36992,1558020292,5
37037,0440108268,0
37164,0684176165,10
37271,0399144714,0
37454,0312195516,0
37454,0689848919,8
37454,1400061849,0
37454,1569470154,0
37527,0141303107,0
37527,1853260002,6
37527,2070726908,7
37527,2226093524,8
37527,222613459X,7
37527,2253153621,0
37527,2266022504,0
37527,2266092766,7
37573,0140168559,0
37573,0375758232,0
37573,042509670X,5
37736,0571154913,0
37736,0582530083,0
37777,0671750119,0
37777,0912776412,0
37777,1559580046,0
37786,0804114986,0
37792,006109921X,6
37957,0553581287,0
37974,0028644514,0
37974,006016848X,5
37974,0671556231,8
37974,0679431152,0
37974,0688087507,10
37974,0688126731,9
37974,0836221990,0
37974,1400061105,0
37974,1558745718,0
37974,1571458697,0
37975,0440159407,0
38085,0099244926,0
38206,0671458531,10
38389,2743609214,8
38669,015600710X,9
38899,0451148525,0
38946,0425093476,10
39021,3596214629,0
39047,0517116669,0
39047,0517304791,8
39047,055309596X,0
39047,0756763401,9
39321,0060175400,0
39321,0449209881,0
39403,1853260010,9
39626,042513301X,7
39664,0312978863,9
40187,0380818655,5
40732,0446604658,0
40745,044021789X,8
40767,0385503016,0
40796,0373764995,0
40796,0449221490,6
40796,0451179765,0
40796,0553582143,0
40796,0671744607,3
40796,1551661713,0
40796,1551665522,0
40839,0440201926,0
40958,0060512377,7
40958,0061058262,7
40958,0812694333,0
40958,225303598X,8
41138,0345331605,9
41138,0553256092,0
41301,0520011309,0
41351,1557736863,6
41405,0226855686,0
41469,1555919669,0
41589,0061000760,7
41589,044022165X,8
41589,0812550536,9
41808,0804114986,6
42162,0446607258,7
42162,0590981811,7
42162,1569319332,7
42162,1591161878,8
42162,1591822246,4
42356,0399135359,5
42444,0451203070,10
42456,1578050383,9
42458,0140093060,0
42458,0345369076,0
42458,0380525550,0
42458,0393037606,0
42458,0425142884,8
42458,0449208672,0
42458,0451204891,0
42458,0671028375,0
42458,0671744607,0
42458,0671793543,8
42458,0812521331,0
42458,0812577701,0
42458,0812579011,9
42458,1551666057,8
42491,0441000908,6
42491,1560250887,0
42573,0060194448,8
42573,0525943242,8
42611,0425189031,6
42797,0679735909,0
42952,0440212561,8
42965,0312195516,8
43013,0140295569,3
43021,0440108268,0
43021,0671700715,0
43021,0679765611,10
43021,0879520388,7
43021,0887304133,0
43021,0894717146,0
43021,1573241954,0
43307,0380787067,0
43309,0792234235,0
43309,0842329110,0
43397,0440108268,8
43465,044022165X,0
43866,0060175400,0
44035,0385324057,8
44091,044024126X,0
44107,8806116053,7
44112,0385481969,0
44130,0380798271,9
44389,0345435168,8
44389,0393302253,5
44389,0789434504,10
44404,0375504397,0
44404,0385334036,0
44404,0671014218,0
44647,0061057134,0
44647,0451208765,0
44647,0553075926,8
44647,0553564528,8
44647,0553580191,0
44776,0425154637,8
44932,0684800713,0
45033,0829407278,0
45107,0440124344,0
45107,082176828X,0
45208,0553299689,6
45279,038045534X,0
45313,0609606727,10
45405,0804120013,10
45675,044022165X,5
45899,0874831121,8
46292,0786845414,9
46431,0440115493,5
46481,0070117799,9
46541,0515132136,8
46730,3423203722,7
46879,0064407667,0
47128,0060182970,0
47128,0446530077,10
47128,0451172817,10
47128,052594270X,10
47561,038549565X,8
47561,1570620636,10
47669,3401045849,0
47669,3404148215,2
47745,0060195851,0
47807,0553382411,0
47807,089480829X,7
47807,1885171080,7
47971,0312017073,0
47971,0394700023,8
47971,0440986524,8
47971,0465004180,0
47971,055327886X,8
47971,0670851086,0
47971,067179356X,0
